pMIG_plus_1	pMIG_plus_2	pMIG_plus_3	pMIG_plus_4	pMIG_plus_5	pMIG_plus_6	pMIG_BCR_ABL_1	pMIG_BCR_ABL_2	pMIG_BCR_ABL_3	pMIG_BCR_ABL_4	pMIG_BCR_ABL_5	pMIG_BCR_ABL_6
1.951289378	1.988971834	1.864314929	1.47292961	1.525918523	1.744716534	1.579156006	1.605299939	1.608856543	2.203317069	2.153228143	2.231899304
2.679637732	2.668302968	2.678069651	2.494023841	2.930561365	2.439694938	2.425282045	2.317405378	2.462013043	2.389888904	2.49931526	2.533453709
4.191270482	4.068326861	4.122523638	3.705037909	3.668607053	3.545684249	3.100600951	3.224064978	3.178547339	3.207068219	3.224072697	3.302659759
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.084429248	0.014427854	0	0.021780459	0.116332682	0	0	0.010098411	0
0.526231106	0.399991351	0.420499649	0	0.218672071	0	0.378752422	0.376214801	0.316121407	0.132389428	0.253391498	0.405365059
0	0	0	0.116869878	0.026839286	0	0.040512056	0	0.057059262	0.023723469	0.109510204	0.054085643
0.213932019	0.132056655	0.217729523	1.413962291	0.973974154	1.355027544	0.089432523	0.314412308	0.040554559	1.761621437	1.600835872	1.540503459
0	0	0	0	0	0	0	0	0	0	0	0
0.037368305	0	0	0.241892644	0.043343105	0	0	0.040339227	0	0	0	0
0.156228325	0.147861525	0.190287412	0.118381788	0.274223487	0.217545903	0.212578054	0.07455558	0.166927496	0.265003542	0.246715748	0.323843875
0	0	0	0	0	0	0	0	0	0	0	0
0.041344766	0	0	0.071095389	0	0	0	0	0	0	0	0
0.014680791	0	0.012687717	0.05073641	0.017109923	0	0	0	0	0	0	0
0.027591466	0	0.023875879	0.047951665	0.021516825	0.009209504	0.008174135	0	0	0	0.007551882	0
0	0	0	0.089594418	0	0.013092711	0	0	0	0	0	0
0.988540728	1.068911526	0.732753707	0.164154237	0.313533782	0.644561438	0.583075183	0.294569583	0.432484843	0.279113475	0.486183013	0.2204154
0.150056595	0.042818711	0.170868536	0.396886135	0.277237327	0.241736477	0.255673544	0.211281388	0.064346914	0	0	0.175640842
0.091333572	0	0.040118392	0.262480064	0.027198224	0	0	0	0.029197295	0.047687187	0.01909226	0.027661525
0	0	0	0.162927982	0	0	0.168002693	0	0	0	0.155196137	0
3.402598036	3.681381796	3.555128994	3.41181263	3.113832162	3.430622487	3.868716393	3.812939694	3.638606783	3.725010355	4.092427344	4.062199441
0.032689371	0	0	0.26242113	0	0	0	0	0	0	0	0.038612188
0.037484982	0	0	0.297351088	0.043477638	0	0.03318193	0	0	0	0	0
0	0	0.020728478	0.082038851	0	0	0	0	0	0	0	0
0.21285816	0.104305658	0.055417387	0.260284655	0.110035108	0.06389152	0.028668157	0	0.040398148	0	0	0
0	0	0	0	0.034855628	0	0.02654414	0	0	0	0	0.035457814
0.196929286	0.125687069	0.17203044	0.17741906	0.159108585	0.150880673	0	0.110266348	0.186276149	0.104669179	0.084069164	0.176834647
0	0	0	0.030701068	0.020560374	0	0	0	0	0	0	0
0.062604879	0.026165346	0.080460789	0.107326046	0.036744835	0	0.027996062	0.10020491	0.03945863	0	0.02584994	0
0	0	0	0	0.126478001	0	0	0	0	0	0	0
0	0	0	0.052148059	0	0	0	0	0	0	0	0
1.123182789	1.121108261	1.1212807	1.833416375	1.863355706	1.217832489	1.306408077	1.306734699	1.435265875	1.592153217	1.583167634	1.573636282
0.953101308	0.861247933	0.899192649	0.215580447	0.086058569	0.055727229	0.049532633	0.060480196	0.046846958	0.250954299	0.175036541	0.129306232
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.115955181	0.019991207	0	0.015142418	0	0	0	0	0
2.471858567	2.418737771	2.336114826	2.259513544	2.293055541	2.106241102	1.985391131	1.896531491	2.009193076	2.023049492	1.906174841	2.03889968
0	0	0.020620251	0.041387525	0	0	0	0	0	0	0	0
0.036479702	0	0	0.021380654	0	0	0	0	0	0	0	0.014535404
0	0	0	0	0	0	0	0	0	0	0	0
7.824716946	8.059106471	8.263644792	8.472727388	8.803262561	8.695172601	8.496769909	8.612452027	8.451697424	7.999588548	8.099779108	8.029187823
0	0	0.031675662	0.03203622	0	0.018350165	0.032392598	0.019938988	0	0	0.044668852	0
0.36009004	0.15898842	0.510530565	0.313770584	1.152864846	0.581990375	1.527560829	0.992442881	1.101172684	1.518404208	2.265802924	2.390472342
0.054025194	0.015073748	0	0.093089567	0	0	0	0	0	0.037295763	0.069147664	0
0.038782134	0.047890818	0.016868106	0.251338565	0.791076389	0.05755189	0.034305317	0	0.071975969	0.039901311	0.015936962	0
2.087988905	2.053160005	2.132751206	2.851543177	2.719785807	2.32157892	1.781044909	1.75401521	1.705314441	3.249733548	3.202322113	3.20158368
0	0.05249547	0	0	0	0.03193039	0.028340566	0	0	0.032872708	0.051869319	0
0	0	0.011955539	0.182374488	0.016121441	0	0	0	0	0	0	0
0	0.276770588	0.088207962	0.251617305	0.173112079	0.05184385	0.175859248	0.260282246	0.242415927	0.153661384	0.237847579	0.061125853
0.028776348	0	0	0.049778096	0.098071442	0	0	0.031095898	0	0	0	0
0	0	0	0.059543286	0.020138179	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.038837889	0	0.175670221	0.162279655	0.162845507
0	0	0	0	0.10342902	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.055951517	0	0	0	0	0	0	0
0	0	0	0.060235994	0	0	0	0	0	0	0	0
0.01637993	0	0	0	0	0	0	0	0	0.016867108	0	0
0.636932208	0.504426156	0.65353518	1.757880926	2.903979187	0.310640263	1.539670024	1.755925869	1.733866244	0.403847956	0.528783332	0.500652168
0	0	0	0	0.044753192	0	0	0	0	0	0	0
0	0	0	0.073416496	0	0.042619965	0	0	0	0	0	0
0	0	0	0.158083628	0.01232382	0	0	0	0	0.010893073	0	0
0.036514868	0	0.015876748	0.123725916	0	0	0	0	0	0	0	0
0	0	0	0.023961302	0.016029276	0	0	0.014887992	0	0	0	0
0.123892481	0.238615682	0.179793829	1.890396105	0.779690888	1.966504298	5.056431795	5.01154931	5.103090539	4.374517881	4.600573059	4.624106745
4.641771433	4.563188644	4.620504304	4.11027136	3.517162289	4.630428771	4.999896303	4.969454445	4.831319913	4.91701636	5.052802775	5.012881492
8.443490621	8.356399147	8.499849872	8.712991202	8.770687015	8.36159731	8.835042958	8.821742099	8.817188337	8.593667496	8.662387107	8.563516624
0.640830978	0.274240188	0.800696589	0.233195989	0.667021932	0.439290149	0	0	0.172125196	0.390195514	0.221265855	0.238470165
4.739702314	4.715371754	4.554803705	5.286252788	5.224534263	5.769285118	5.881275509	6.079508251	5.937419727	6.275636599	6.269252003	6.246731099
3.33438664	3.074969477	3.17694185	4.720311303	4.890072108	3.220285063	2.089393063	2.372821191	2.141903585	1.534136326	1.531738269	1.371358126
0.041849376	0.026075946	0	0.107352697	0.024567626	0	0.027845219	0.089186121	0.102637037	0.010904915	0.017209005	0.037299418
5.794330082	5.805890874	5.597647372	6.289201857	6.688600011	5.780233972	6.010432995	6.12445635	6.021799501	5.718227352	6.010956585	5.984441246
3.698729666	3.573083631	3.633175432	3.669230906	3.43932127	4.168144579	4.4711029	4.548831154	4.576951376	4.36226648	4.355925417	4.392214369
0.129297131	0.057993905	0.047357884	0.753271634	0.998640341	0.80426342	0.232998369	0.336815801	0.336381659	0.465978642	0.609945922	0.464318005
0.082859111	0.039711427	0.091753987	0.161142124	0.122581682	0.012074476	0.021354925	0	0.03019989	0	0.00990045	0
0	0	0	0.114568388	0	0.009652392	0	0	0	0	0	0
7.090652337	7.124493572	7.253639514	6.86056558	7.326348586	6.728804855	6.147296522	6.161033096	6.153466911	6.383835598	6.017861794	6.091403649
5.241904997	5.111139844	5.193267106	4.930344682	5.055868073	5.013319323	4.869708576	4.846829254	4.886028186	4.771621518	4.909931475	4.915334457
5.233884226	5.12126412	5.202112067	5.356700211	5.666634469	5.134389354	5.093133355	5.060579215	5.081689009	5.141158908	5.06226853	5.058740755
5.247042642	5.320394416	5.502779305	5.480080895	5.674254425	5.089930284	4.925999419	4.939109013	4.848302445	5.197381844	4.829672002	4.844265122
0.009439106	0	0	0.091168486	0.007356213	0	0	0.00341389	0.003947392	0.003252278	0.00256727	0.011202733
0.02754221	0	0.023821814	0.245314326	0.063456002	0	0	0	0	0	0.011292431	0.032609401
2.701262929	2.358438462	2.563148366	2.907869373	2.997548944	2.62745976	2.041383179	1.856380208	2.117821356	2.452482102	2.540463782	2.577931493
4.379523929	4.506982698	4.515346611	4.286629837	4.343756017	4.342049771	4.380764075	4.471480133	4.417805268	4.503431427	4.261312664	4.3658045
3.323485365	3.061855673	3.002211038	3.795663063	3.283017953	3.719347747	2.737119954	3.296448597	3.051340776	2.518255637	2.797093933	2.670310102
0.005948532	0.004917849	0	0.091034399	0.020734735	0	0.005251851	0	0	0	0.009688677	0.007058704
0.161236308	0.112823149	0.140105896	0.048718445	0.126648213	0.028058461	0.231579865	0.872843728	0.259664184	0.629190599	0.453717738	0.597824808
5.243547227	5.358846331	5.301529118	5.415589675	5.013471193	5.860590409	5.912831867	5.885833011	5.829476663	5.946389326	5.830194467	5.854928209
0.785909559	0.941106311	0.785436722	1.216343108	1.069544073	0.692230778	2.820058435	2.34215647	2.669979174	2.121002135	2.194509458	2.176064213
4.894982633	4.824660945	5.086282743	4.894837161	4.979046715	4.997865939	5.147351477	5.024988916	5.143246464	5.236718381	4.951387303	4.989593185
3.442887777	3.435956563	3.374341207	2.762669851	2.593855699	3.453748023	3.288413198	3.264602484	3.245938261	3.475577806	3.350509977	3.376805738
4.93540317	5.018166789	5.013444394	4.988752844	4.656833837	5.562309596	5.393618696	5.260104716	5.324875394	5.328743134	5.162604822	5.098213198
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
4.593240216	4.489465867	4.457666517	4.313826296	4.520554254	4.555951095	4.589218179	4.53622079	4.596625108	4.503011558	4.587731019	4.564969516
5.491266281	5.481834944	5.406305363	5.099038459	5.233401099	5.367426983	5.616737025	5.701402119	5.625685468	5.580275152	5.607111303	5.607324395
4.575167086	4.591954623	4.677778828	4.60783332	4.579149971	4.592839712	4.450986858	4.538767834	4.478065793	4.603584807	4.350320435	4.443639801
0	0	0.012331215	0.096947409	0.016627675	0	0	0	0.035471469	0	0	0
0	0	0	0.095172875	0	0	0	0	0	0	0	0
0	0	0	0.041798502	0	0	0	0.013071795	0.015103872	0.024779367	0.01963588	0.014310183
5.609855408	5.343912322	5.438186376	4.571870936	4.350949786	4.770839615	4.978621235	5.007796499	5.046600192	5.083315502	5.127951001	5.163390043
1.063716915	1.129500641	1.033933911	1.241705973	1.259230298	1.295411533	3.955191892	4.044717597	4.044061824	3.918453024	4.037768763	4.055386566
0	0	0	0.01570608	0	0	0	0	0	0	0.007338013	0
0	0	0	0	0.373101373	0.038716967	0.051301236	0	0.012298029	0.020194232	0.008017173	0.011651865
8.028850901	7.963266028	8.035321484	7.843261562	8.009470348	7.880263086	8.137231968	8.227404156	8.148710445	8.225192974	8.028889568	8.024347386
2.562164257	2.288597761	2.405927029	1.637568516	1.852917713	2.164670446	3.859224162	3.901243429	3.804053559	3.532341898	3.410807815	3.40548869
6.477032892	6.643075481	6.454702328	6.711673856	6.983791683	7.071065433	7.556360437	7.539019189	7.598313093	6.800654039	7.13017927	7.110540729
0	0.039489933	0	0.082196672	0.027963942	0	0	0	0	0	0	0
4.36661597	4.279263271	4.433640519	4.118691953	4.043536991	4.428658313	4.207970917	4.445309564	4.428798987	4.388685507	4.173231393	4.257289774
4.766939629	4.841952998	4.753208725	4.346815094	3.92498348	5.67551675	5.478535049	5.204657214	5.39943431	5.214155898	5.286426539	5.305934052
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.056929595	0	0	0	0	0	0	0	0
2.966351095	2.802987256	2.715952658	2.218300706	2.24047004	2.886477962	3.372677737	3.358435649	3.445990167	3.24475922	3.470003158	3.456009688
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.094750618	0	0	0	0	0	0	0	0
2.952316791	2.832292564	2.846144259	4.345105366	5.605778768	2.028254412	2.064313799	2.029675501	2.275710339	1.440479193	1.514208125	1.562762617
4.970780046	5.033123418	4.974134628	5.368908003	5.632076231	4.79178803	4.99396414	5.210147252	5.015118398	5.05980951	5.065817852	5.031545175
1.019011533	1.070691575	1.421452227	0.963242534	0.935974123	1.671768908	1.539198523	1.024482807	0.956050703	1.565806741	1.372963238	1.272047084
3.759123868	3.993837369	4.162355072	4.332321254	3.911049176	4.577845714	3.879205833	3.785069224	3.887895645	3.947946628	3.751431585	3.789040599
5.317003717	5.376898093	5.58904136	5.436841441	5.146712238	5.133732017	4.86559719	4.87838694	4.84664876	5.033475863	4.797516276	4.80614358
3.366971194	3.389298346	3.155135568	3.092696261	3.506309962	3.014714137	3.01289579	2.657431931	2.879299951	2.685482718	3.215428549	3.143383622
0.014291399	0	0	0.120382599	0.016655913	0	0	0	0	0	0	0
2.036573665	1.999761936	2.255298288	2.413696974	2.450939365	1.804227069	0.677408113	1.000526488	1.109447486	0.962177335	0.948854979	0.706572103
0	0	0	0.021295363	0.056136779	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
6.769295698	6.885122841	6.901265154	6.860280012	7.003433583	6.766038541	7.007105779	6.925584109	6.896380846	7.13179524	6.995914098	6.980630867
2.135475769	1.951971915	2.077195136	3.009932947	3.714168572	1.105725005	2.149851152	2.293920734	2.106298062	1.51247469	1.46418206	1.37384863
4.339073232	4.633326579	4.536705696	4.63044042	4.057779498	5.823614356	5.24697806	5.254076219	5.183780264	5.167988086	5.110726544	5.01894568
0	0	0	0.213057314	0.050285895	0	0	0	0	0	0	0
0	0	0	0.078788248	0	0	0	0	0	0	0	0
0	0	0	0.104656835	0	0	0	0	0	0	0	0
0.759827372	0.681781171	1.11288025	0.905156011	0.442205709	1.263557288	1.604887355	1.345617787	1.359397473	1.277859807	1.582122407	1.673325755
0.009801095	0.012140786	0.008478054	0.252278795	0.152472903	0.004882494	1.003443927	0.825466531	0.900775245	0.497411051	0.471264471	0.477686652
0	0	0	0	0	0	0	0	0	0	0	0
4.891832298	4.808457132	4.777603822	4.437127844	4.973762792	4.306393494	4.885984274	5.053845534	4.876403982	4.638102807	4.783818069	4.793713844
8.580213335	8.534026575	8.549530562	8.619684444	8.698485902	8.158523856	8.444149383	8.666234657	8.559040518	8.313912436	8.157326722	8.168270966
0.179824396	0.149874559	0.156087203	1.477760209	1.300762177	0	0.371229863	0.620520725	0.541898384	0.183774866	0.112585647	0.160472341
5.308859581	5.159851159	5.269220206	4.918195389	4.94954894	5.254374841	5.130980276	5.11614015	5.151193154	5.166948378	5.099429872	5.060263599
3.472058798	3.590242708	3.605126857	3.474721569	3.200342699	4.076490687	3.672029254	3.816568989	3.734178502	3.451506546	3.261863244	3.317652832
0.441633266	0.356158463	0.348428467	0.611111932	0.854031564	0.297826474	0.302721458	0.1879324	0.240136004	0.378592634	0.283629056	0.31819766
1.057387884	0.90247111	0.951175964	0.931030199	1.010120989	0.764473551	0.494701305	0.365813457	0.559882353	0.697183991	0.599448249	0.518805021
8.164585175	8.351314719	8.313726549	8.390087251	8.038375819	9.008106431	9.134685571	9.028176822	9.008047588	8.957099139	8.99312804	8.970505705
0.014381433	0	0	0.049670912	0	0	0	0	0	0	0	0
5.038506418	5.01783285	5.083055897	4.727947675	4.82067935	5.615925318	5.280484986	5.238958781	5.343137736	4.868019977	5.38348312	5.228049048
4.44794941	4.657805757	4.585509419	4.226385217	4.422347389	4.204250292	4.459241433	4.727179863	4.498767847	4.453267341	4.526769951	4.42755254
0	0	0	0	0	0	0	0	0	0	0	0
0	0.012332202	0	0.051486677	0.017381063	0	0	0	0	0	0	0
0	0.010986641	0	0.023157537	0	0	0	0	0	0	0	0
0	0	0	0.076530501	0.025979738	0	0	0.012108811	0	0	0.009123075	0
0	0	0	0.112680252	0	0.033007234	0	0	0	0	0	0
0.035921848	0.010217529	0.031042526	0.123203586	0.0286922	0	0	0	0	0	0	0.035284801
0	0.020409035	0	0.028741982	0	0.008225333	0	0	0	0	0	0.009806482
5.977831706	6.039855614	5.971722874	5.69353435	5.613567013	6.1566656	6.200529856	6.255621582	6.108497275	5.930666384	6.22868788	6.150894723
1.37639597	1.253323719	1.530055756	0.991163174	1.290560056	1.328302247	0.914416802	0.930686629	0.985858145	0.636664059	0.788990503	0.822141939
0	0	0	0.028411437	0	0	0	0	0	0	0	0.019338544
3.348347162	3.521000468	3.457507617	3.496590174	3.259298101	3.543681467	3.864513036	3.898692073	3.791845321	3.769263957	3.862431554	3.728203522
0.033348852	0.013866294	0.028843097	0.057776588	0.038809801	0.049522736	0.014820023	0.053776144	0.062004937	0.05119667	0.053994343	0.039457366
0	0	0	0.024799363	0.02480461	0	0.012554272	0	0	0	0.00581222	0
0.011564137	0.00956093	0	0.13560106	0.129492992	0.16367133	1.47317906	1.5663086	1.538587825	0.081446121	0.109356815	0.1061895
1.047175401	0.901706055	1.141236582	1.503470863	1.734508035	0.990873559	1.124857467	0.722671485	0.854652393	0.825949219	0.7534796	0.531093454
1.940869599	1.891706919	1.710243294	2.137582214	4.921003038	3.616028277	4.881395435	5.412452987	5.32202908	3.718876685	3.931947747	3.8871353
4.376783516	4.237709021	4.314116431	6.837552249	6.43879019	6.213222839	5.573392705	5.642534075	5.707284579	5.782059906	5.87471583	5.833917252
0.075113761	0.025263718	0.052354679	0.091534249	0.035567327	0.022830254	0.033635844	0.0573309	0.066084643	0.069877149	0.061540786	0.097306046
1.826672541	1.503012831	1.493964938	1.319062945	1.095526147	0.982731881	0.538841073	0.593786873	0.546283554	0.603914707	0.656832236	0.620499142
3.171093111	3.225757701	3.145952927	3.147533018	3.225043512	3.214199426	2.949794501	2.922852432	2.964054784	2.679419294	2.907702124	2.896267973
2.27488185	2.096066151	2.11053029	1.86841416	1.787373953	2.204184548	2.500432411	2.597254646	2.553249901	2.597721852	2.686348126	2.611484025
5.633838037	5.734771932	5.483715833	5.431669756	5.42245504	5.374476149	5.537479344	5.523756393	5.511385807	5.256512531	5.594673944	5.619333772
4.732339758	4.701870606	4.735857901	4.571063929	4.56163774	4.734514538	4.75073512	4.711461867	4.71344838	4.849568988	4.655826924	4.730547577
4.560403152	4.591386205	4.500986839	4.365909457	4.422313746	4.502674302	4.489530091	4.461129065	4.491128361	4.46550437	4.420435241	4.474040108
6.838195439	6.80406647	6.823914914	7.100189247	6.942092191	6.853733723	6.8902886	6.94673086	6.891005957	6.846581068	6.714836215	6.67647899
3.774122872	3.873980486	3.592983189	3.481298942	3.627933625	3.442461854	3.419240884	3.212762308	3.50268703	2.874157593	3.404719232	3.373765125
3.842566574	3.922055094	3.813288667	3.796327794	3.88156674	3.526131427	3.535493125	3.423715308	3.4481054	3.27461055	3.39004029	3.437285009
5.421384899	5.823665303	5.4894755	5.492282635	5.420367866	5.276638099	5.57717199	5.510588542	5.466946814	5.463962428	5.747202083	5.738697592
5.35531233	5.598484313	5.416464836	5.656825258	5.598219285	4.706652107	4.945991547	4.881547163	4.905471248	4.536687049	4.850334382	4.837993685
5.592002479	5.752398042	5.699051844	5.5478693	5.450148897	5.451488083	5.815129641	5.676873858	5.663549565	5.78309253	5.749030041	5.728072882
5.611470451	5.582101326	5.611526517	5.286847889	5.457932404	4.927910672	5.317130379	5.336508345	5.333341435	5.347637312	5.332203081	5.282610309
6.254420196	6.032799534	6.00317944	7.155728997	7.965311003	5.624916787	6.048680855	6.276411054	6.067733356	5.759257053	5.833768019	5.855688274
5.027397371	4.859422969	5.013815074	5.162145571	5.335118763	4.899750853	4.689019541	4.76784545	4.81545759	4.65209637	4.717605143	4.722520671
0	0	0	0.093592221	0	0	0	0	0	0	0	0
5.644291818	5.568372667	5.712224329	5.711156219	5.789614499	5.651123465	5.987707413	6.094442999	6.019904251	6.117512201	5.985466275	5.927581244
5.377276481	5.101183612	5.184383454	4.470426235	4.791480702	4.885496273	5.274034242	5.192675509	5.179610571	5.544457566	5.426989275	5.377411843
4.158223908	4.05164182	4.151542259	4.352603176	4.361010324	4.001631126	4.068739591	4.278126035	4.147347406	4.393821164	4.294642803	4.330278725
0	0	0	0.068101186	0	0	0	0	0	0	0	0.007855904
0.164756677	0.090417847	0.052271617	0.431543803	0.201006466	0.993744638	0.611387706	0.600776892	0.566921313	0.605049557	0.584031181	0.631189048
0.057846998	0.094290263	0.025228418	0.998515425	0.162244846	0.140033889	2.603767566	2.697355715	3.13378708	2.355678804	2.585767781	2.327879902
4.101532424	3.956762954	3.905235356	3.76318846	4.01432851	3.689802338	3.643890814	3.629240034	3.650592252	3.449388373	3.542518083	3.525705588
2.091100632	1.976077635	1.992681431	1.683027158	2.133885696	1.577692266	0.801029491	0.695665162	0.830764803	1.908789855	1.723475558	1.81268715
2.002324472	1.952404395	1.916660075	1.935025931	1.920285677	1.909181699	2.147834179	2.054924863	2.308972403	2.263521233	2.275638833	2.449194216
0	0	0	0.109835116	0.025156965	0	0	0	0	0	0	0
2.874517644	2.944882803	2.971212443	1.617726337	0.019880933	0.061301741	0.206928234	0.471412238	0.093318805	3.074673261	2.902559864	3.011449123
0.013537024	0.02231085	0.005861792	0	0.054566508	0	0	0	0	0.006997228	0	0.00804644
0.153750869	0.183992044	0.108716201	0.259506313	0.190284883	0.117116386	0.064877473	0.095430951	0.123503048	0.091042391	0.093694975	0.059822624
0	0	0	0.038789718	0.043046275	0	0	0	0	0	0	0
0.014655942	0.006073754	0.006352535	0.038181194	0.016239279	0.007308616	0.006486943	0	0	0	0	0
0.011012885	0	0	0.038175152	0	0.01820415	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.546547307	0.67049412	0.679449021	0.601439803	0.356813156	1.232464291	0.15118341	0.176584477	0.170507092	0.114572519	0.113229213	0.162008896
0	0.009609514	0.004718645	0.13536833	0.013553389	0	0	0	0.014542974	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.027855124	0	0	0	0	0	0	0	0
0	0	0	0.034958428	0	0	0	0	0	0	0	0
0	0.006252273	0	0	0.026317782	0	0	0.01633999	0	0	0.006169646	0.008971406
0	0	0	0.052082659	0.011742593	0	0	0	0	0	0	0
5.697612597	5.512258496	5.59358683	5.090883063	5.295723025	5.085407659	5.329554187	5.349605895	5.389897162	5.393731944	5.354988064	5.386369519
4.602480635	4.274395859	4.44590544	3.816978505	3.934535373	3.83180632	3.626217167	3.735998665	3.81252903	4.015024705	3.955238397	4.02112434
6.777590672	6.769890725	6.88075898	6.734492861	6.77822172	6.951879158	6.490453003	6.575256353	6.365944441	6.288474844	6.298502528	6.254886891
4.131803469	4.328879538	4.27802193	4.481066397	4.583356609	4.352200601	4.300724112	4.225776207	4.292479929	3.601042759	3.800382248	3.711285646
5.028051917	5.114995776	5.001667153	5.099812765	4.999797107	5.337728929	4.777251369	4.881576528	4.810278568	4.730395411	4.858254584	4.831314845
5.706837182	5.796683404	5.829022462	5.455034541	5.505690894	5.892138411	5.201755387	5.208708431	5.283510679	5.348023451	5.267288586	5.166369992
3.22045069	3.206422865	3.269039133	2.968407834	2.742070904	3.481776833	3.629554795	3.362896252	3.535057595	3.519655122	3.552180304	3.428106203
4.22478891	4.005292186	4.114350366	3.9887483	4.032532882	4.045809889	3.83698449	3.805230536	3.876340129	3.926796477	3.875544181	3.756446907
0.007076248	0	0.00611849	0.059772796	0	0	0	0	0	0	0	0.008396113
1.358013593	1.678446056	1.349433221	0.876770348	0.744722561	2.25060995	2.341128982	2.212245591	2.365913655	1.984964785	2.337225831	2.334370907
0.418393989	0.487966825	0.379120756	0.532108458	0.532459601	0.477885558	0.495486417	0.294071943	0.446907281	0.479520313	0.530668078	0.396580396
4.425351877	4.095519396	4.148446076	4.021808383	4.140435116	3.817009214	3.569624759	3.498786991	3.577924245	3.434865711	3.474293259	3.594667973
4.196591308	4.187039249	4.219997106	3.973253083	4.206103988	3.998899525	3.997346609	3.947226643	4.130659104	3.840100626	3.873891924	3.963076403
4.156995188	4.245297895	4.188432576	4.287597883	4.404916743	4.084974169	4.135575911	4.144943695	4.188669941	4.261628596	4.18184995	4.171230851
4.399300999	4.299757512	4.396111526	4.344217778	4.417812018	4.266973892	4.168666102	4.279864974	4.352673791	4.373007799	4.203044503	4.142781009
4.982117427	5.020311062	4.943996318	4.87941661	5.029421964	5.06853754	5.037136187	5.1451924	5.105254828	4.986319911	4.903583035	4.962771101
4.889157127	4.744758506	4.745656847	4.548609245	4.494729206	4.363009834	4.029152477	4.157900662	4.06439141	4.258948503	4.18627076	4.173415304
3.416503344	3.236311983	3.252268802	2.544544735	2.75547942	2.250179397	2.951513196	2.940922205	3.083620159	2.868757871	2.911471087	2.877642178
5.115565996	4.886086733	4.919239958	5.024062539	5.018469494	4.776604106	4.609382659	4.669395332	4.633524209	4.712056457	4.657302727	4.692427198
4.372527304	4.437347603	4.367601711	4.203866742	4.037391008	4.466052799	4.576437484	4.434341328	4.482545001	4.576020191	4.362252451	4.403288176
1.071179159	1.288193167	1.031451661	0.955600718	0.994375524	0.642778267	0.734628556	0.532097483	0.578517554	0.501020225	0.623104588	0.729791152
0	0	0	0.018241901	0	0	0	0	0	0	0	0
2.197274105	2.131543391	2.301488147	2.478762179	2.484034986	2.958614424	2.482892157	2.486855933	2.522208952	3.070607433	2.993850046	3.023301489
0.019074748	0.010542072	0.013771398	0.016729643	0.022261414	0.009516258	0.005637813	0.00692188	0.007999813	0.009880821	0.002607262	0.003795106
0.013990459	0	0	0	0	0	0	0	0	0	0	0.016578472
0.029419667	0.024356278	0.040537025	0.06115752	0.145173973	0.005900744	0.120729487	0.09353692	0.044013687	0.065957438	0.080135061	0.062149902
0.007263371	0	0	0.050122037	0.008477437	0	0	0	0	0	0	0.008616982
0.007430261	0	0	0	0	0	0	0	0	0	0	0
0.089792761	0.052052323	0.048458014	0.084814543	0.041016956	0.069207483	0.079545643	0.075232218	0.052603418	0.057661401	0.056971201	0.04987928
0.207660503	0.271900122	0.227466309	0.224193429	0.18535406	0.351903048	0.243468016	0.259106134	0.198100581	0.260954224	0.309741976	0.296496172
0.014202002	0	0	0.049176979	0.012451637	0	0.00314564	0	0	0	0.002906611	0.008448551
0.008286197	0	0	0.070966016	0	0	0.014597388	0.017897257	0	0	0	0
0	0	0	0.039105398	0	0	0	0	0	0	0	0
0.20956441	0.182139264	0.266233639	0.335973675	0.374673392	0.361973803	0.257641886	0.190493498	0.248157111	0.304692097	0.333738573	0.388684406
0	0	0	0	0	0.006224248	0.011027904	0	0	0	0	0
0.41710124	0.475296601	0.367145138	0.666387578	0.543628516	0.320707636	0.312358481	0.298965589	0.271506952	0.428626961	0.477908347	0.368978383
0.005335336	0	0.009213203	0.018607257	0.006229635	0	0	0	0	0	0	0.00633175
0	0.009330086	0	0.123524105	0.026217057	0.607658412	0.009104538	0.011173873	0	0	0	0
0.725234216	0.806041884	0.678547916	0.668363336	0.657607996	0.966667451	1.081550971	1.180326118	1.030053516	1.674600756	1.585678861	1.58446228
0.029592113	0.012302306	0.004301871	0.101131123	0.493101097	0.004947654	1.785751406	1.720212787	1.503455598	1.787904648	2.070214133	2.110139371
0	0	0	0	0.042781737	0	0	0.020012407	0.011603379	0	0	0
0.031238637	0.012988027	0.020326959	0.013755479	0.009186826	0.083911413	0.041220549	0.008527979	0	0.032218511	0.006421722	0.037001202
0	0	0	0	0	0	0.006115401	0	0	0	0	0
0	0	0	0.010101577	0	0	0	0	0	0	0	0
0	0	0	0.03101245	0.020751516	0.011819593	0	0	0	0	0	0
